earnings_30mo,enrolled,offer,age2225,age2629,age3035,age3644,age4554,married,hsorged,prior_employment_status,black,hispanic,male,afdc,class_tr,ojt_jsa
34,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
885,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
22455,0,0,0,1,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
35600,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,0,1
26295,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
21304,1,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
24093,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
57554,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,1,1,0
84,0,0,0,0,1,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
419,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
6227,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
3570,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
15915,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
810,0,0,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,0
14829,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
48864,1,1,0,0,0,0,1,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
23742,0,1,0,0,1,0,0,Married,No diploma/GED,Unknown,0,0,0,0,0,1
4618,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
19552,1,1,0,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
22955,1,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
20769,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,0,0,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,0,1
24543,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,1,0
68628,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
46902,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
11607,1,1,0,1,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,0,0
12789,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
26904,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
1305,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
19796,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
513,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
9691,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
24561,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
17130,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
21499,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
2832,1,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
26335,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
11182,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
27324,0,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
6382,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
108,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
21049,1,1,0,1,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
1008,0,0,0,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
36573,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
1128,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
19503,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
19614,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
20751,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
8730,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
8112,1,1,0,0,1,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,0,1
31948,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
28692,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23682,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
23880,0,0,0,1,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,1,0,1
17817,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
41067,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
27849,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
8778,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
34039,1,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
697,0,0,0,0,0,1,0,Married,No diploma/GED,Unknown,0,0,1,0,0,1
29041,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
300,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
15584,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
41958,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
20601,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,1,0,0
59676,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
675,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
789,0,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,1,0,0,1,0,1
12076,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
3672,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,0,1,0,0,0,1,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,1,0
11442,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
7176,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
0,0,0,0,0,1,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
21343,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
16274,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
26850,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
912,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
52206,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
3220,0,0,0,0,1,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,0
7163,0,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
46101,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
7035,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
8738,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,1
24564,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
38717,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
47546,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
21214,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
52628,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
1683,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
34813,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
54,0,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,0
22817,0,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,1
18319,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,1,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
16484,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
54980,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
1761,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
5445,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
31418,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
24010,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
14067,1,1,0,1,0,0,0,Married,Diploma/GED,Unknown,0,0,0,0,0,1
15193,1,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
7338,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,1
401,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
0,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
20781,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
34083,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
26992,0,0,1,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
25925,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
15031,1,1,0,0,0,1,0,Married,No diploma/GED,Unknown,0,0,1,0,0,1
49805,1,1,0,1,0,0,0,Married,Unknown,Worked less than 13 weeks in prior year,1,0,1,0,0,1
13200,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
41985,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
1833,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
30051,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,0
54761,0,1,1,0,0,0,0,Not married,Unknown,Unknown,1,0,0,1,1,0
51174,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
13957,0,1,0,0,0,1,0,Married,Unknown,Worked less than 13 weeks in prior year,1,0,0,1,1,0
4529,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
23084,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
26016,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
19957,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
3605,1,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,1,0,1,1,0
2844,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
4596,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3501,1,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,1,0
32709,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
127353,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3009,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
24324,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,1,0
16156,1,1,0,1,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
51918,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
3606,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
0,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
59295,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
20787,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
8402,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
0,1,1,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
4401,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,1,0
3524,0,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
359,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
18147,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
39141,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
18792,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
0,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
3117,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
8382,1,1,0,0,0,0,1,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
1209,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
31785,0,0,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,1
18163,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
746,0,1,0,0,1,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,1,0,1,0,1
26460,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
14293,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
21707,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
771,1,1,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,1
13800,1,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,1,0,1
122,0,0,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
17316,0,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
9183,0,1,0,0,0,1,0,Unknown,Diploma/GED,Unknown,1,0,0,1,0,0
0,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
6,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
3886,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
4011,1,1,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,1,0,1,0,1
26637,0,0,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6802,0,0,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
6746,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,1
1212,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
42768,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6436,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
14007,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
50147,1,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
5484,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,1,0,0
26808,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
25644,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
5418,0,0,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
7708,0,0,1,0,0,0,0,Not married,Unknown,Unknown,0,0,1,0,0,1
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
49752,1,1,0,0,0,1,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,0
20850,0,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
42254,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
5889,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
26055,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
11622,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
16287,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
523,0,0,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
354,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
10392,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
246,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
20389,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,0
40434,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
15538,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
18492,0,1,0,0,0,0,1,Unknown,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,1
19322,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
15248,0,0,0,0,1,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
71886,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
21060,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
0,0,1,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
1458,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
26458,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
7045,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
3660,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,0
43145,0,0,0,0,0,1,0,Married,Unknown,Worked 13 weeks or more in prior year,0,1,1,0,0,1
30604,0,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
4800,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
17832,1,1,0,0,0,1,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,1,0,1
1515,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
30388,1,1,0,0,0,1,0,Unknown,Unknown,Worked 13 weeks or more in prior year,1,0,0,0,0,1
0,0,1,0,0,1,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
17538,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
7891,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
27356,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
10518,0,1,0,0,0,0,1,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
7671,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
14094,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
39676,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
8214,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
33192,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
26581,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3309,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
10255,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
9154,0,0,0,0,0,1,0,Unknown,No diploma/GED,Unknown,0,0,0,0,0,1
2739,1,1,0,0,0,0,1,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,1,0
660,1,1,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,0
510,0,1,0,0,0,0,1,Married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,1
31505,1,1,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
0,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
2505,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,1
2046,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
4621,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,1,0,1,0,0,1
37112,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
19735,1,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
29841,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6567,0,0,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
11476,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
1435,0,0,0,0,0,1,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
53669,0,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
3969,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
42567,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
46028,0,0,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
650,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
40661,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
1377,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
41563,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
